id,name,birthdate,gender,race,net_income,region,average_grades,num_bathrooms,distance_from_school,dropout
16616,José Martins,2005-05-03,Male,Brown,1263.05,Center,6.21,1,13.9,1
16617,João Martins,2002-02-15,Female,White,4494.12,Center,6.15,1,1.41,0
16618,Maria Oliveira,2007-09-26,Female,Brown,2419.49,West,4.15,1,1.05,1
16619,Lucas Pereira,2004-01-10,Female,Indigenous,3141.18,Center,2.98,2,13.48,1
16620,Clara Martins,2004-11-01,Female,Brown,1337.81,West,9.78,2,3.26,1
16621,Pedro Silva,2001-07-10,Female,White,53.12,Center,1.27,2,10.67,1
16622,José Lima,2002-11-20,Male,White,2809.48,North,1.83,1,2.86,0
16623,Carla Ferreira,2008-10-03,Female,Brown,2160.1,South,7.24,1,8.11,0
16624,Clara Ribeiro,2002-05-12,Female,Brown,3397.72,East,6.27,1,13.63,0
16625,João Oliveira,2004-02-16,Male,Brown,4205.4,West,9.83,1,10.34,1
16626,Clara Costa,2003-02-02,Female,Black,2232.34,Center,1.45,1,10.6,1
16627,Paulo Martins,2004-12-25,Female,Brown,3410.69,Center,1.55,2,13.14,1
16628,Lucas Lima,2000-12-04,Female,Brown,3274.69,East,4.3,1,14.64,1
16629,José Martins,2005-09-13,Male,Brown,2661.75,South,7.65,2,6.69,0
16630,Maria Pereira,2007-09-21,Male,Brown,4174.7,Center,0.63,2,11.25,0
16631,Clara Souza,2003-03-27,Female,Brown,4036.47,East,5.32,2,10.76,0
16632,Pedro Souza,2002-03-18,Female,Brown,2835.77,West,1.34,2,8.13,0
16633,Camila Costa,2000-03-14,Male,White,1633.12,North,9.18,2,6.06,0
16634,Carla Souza,2004-04-03,Female,Brown,3956.35,North,5.58,1,6.39,1
16635,Pedro Santos,2009-01-24,Male,Brown,1643.88,North,8.05,1,11.44,0
16636,Camila Ferreira,2003-04-16,Female,White,3331.61,North,6.14,3,0.72,1
16637,Paulo Oliveira,2008-09-07,Male,Brown,856.32,North,5.85,1,5.65,1
16638,Paulo Ribeiro,2001-11-20,Female,Brown,3906.02,North,0.83,1,10.9,1
16639,Camila Ferreira,2007-07-02,Female,Brown,2598.94,North,5.79,1,4.03,0
16640,Ana Ferreira,2008-06-20,Female,White,1932.26,West,9.45,1,2.52,0
16641,Pedro Silva,2007-08-19,Male,Brown,1676.82,East,2.12,2,13.9,1
16642,Ana Oliveira,2004-07-18,Male,Brown,1430.09,East,3.96,1,10.05,1
16643,Maria Ribeiro,2000-08-14,Female,Black,1441.37,East,0.3,1,9.61,1
16644,Camila Souza,2009-10-19,Male,Brown,1776.73,West,1.02,2,12.88,1
16645,Clara Souza,2004-02-03,Male,White,3732.3,Center,3.08,2,4.45,0
16646,Paulo Costa,2008-11-20,Male,White,2365.66,Center,7.85,1,9.9,0
16647,José Ferreira,2003-10-07,Male,Brown,2045.68,West,6.61,2,3.36,0
16648,José Lima,2002-05-03,Female,Black,2686.96,East,4.42,1,8.87,1
16649,Maria Pereira,2002-03-11,Female,White,2531.12,East,8.28,1,14.15,1
16650,Camila Lima,2004-10-03,Male,Brown,6801.99,East,5.22,1,13.65,1
16651,Paulo Santos,2001-10-18,Male,Brown,2318.13,Center,8.86,1,12.56,0
16652,Lucas Souza,2000-10-21,Female,White,856.44,East,9.32,2,12.72,0
16653,João Pereira,2005-12-13,Female,Black,1333.37,West,7.6,2,11.49,1
16654,José Ferreira,2001-09-24,Male,Black,3647.64,South,1.03,2,10.19,1
16655,Lucas Silva,2005-07-24,Male,Brown,3382.22,East,7.78,3,3.67,0
16656,Paulo Souza,2004-11-19,Male,Brown,1328.65,North,8.35,1,8.92,1
16657,Maria Ribeiro,2000-05-07,Male,Black,379.35,South,8.71,3,0.55,1
16658,Paulo Costa,2002-04-01,Female,White,6177.44,West,2.4,2,5.79,0
16659,Clara Lima,2002-12-12,Male,Brown,-804.19,North,3.33,3,13.19,1
16660,Camila Souza,2009-12-09,Female,Brown,4242.56,West,2.6,1,10.37,1
16661,Lucas Ferreira,2005-10-12,Female,White,-768.34,Center,6.76,3,8.67,0
16662,Pedro Silva,2003-10-27,Female,Black,1434.66,Center,0.36,1,12.97,1
16663,Pedro Lima,2001-10-06,Male,Brown,3835.06,North,6.65,1,0.81,0
16664,José Souza,2007-03-05,Female,Brown,3779.93,South,4.8,1,12.6,0
16665,Paulo Ferreira,2002-03-02,Female,Brown,767.72,North,8.21,2,1.65,1
16666,Carla Martins,2009-08-20,Female,White,118.36,South,0.75,1,0.27,0
16667,João Ribeiro,2002-01-02,Male,Brown,5878.33,East,8.08,1,11.47,1
16668,Camila Ferreira,2000-12-19,Male,Brown,164.45,North,5.67,1,14.48,1
16669,Clara Souza,2006-06-22,Female,Brown,5528.66,East,4.97,3,7.44,1
16670,José Ribeiro,2002-03-22,Female,White,682.37,Center,8.34,1,13.09,0
16671,Paulo Oliveira,2007-07-16,Male,Brown,4108.05,West,4.38,3,5.65,0
16672,Lucas Santos,2009-10-16,Male,White,3306.51,North,5.99,1,11.17,1
16673,Clara Ferreira,2002-03-15,Female,White,2754.58,North,1.94,1,3.74,0
16674,Ana Silva,2008-10-07,Female,Brown,3105.19,North,9.44,1,8.92,0
16675,Clara Souza,2001-08-10,Female,Brown,4092.94,South,2.12,2,0.87,1
16676,João Ferreira,2008-12-01,Male,Brown,2318.65,Center,8.63,1,4.08,1
16677,Lucas Ribeiro,2008-06-17,Female,White,4230.4,North,8.1,1,6.54,0
16678,Camila Santos,2006-08-18,Female,White,943.48,South,4.27,1,7.57,1
16679,Clara Ferreira,2003-11-04,Female,Brown,2531.6,East,4.67,3,9.58,1
16680,Maria Pereira,2009-10-07,Female,Brown,2221.06,South,8.84,1,7.51,0
16681,João Silva,2002-05-24,Male,Brown,2304.12,Center,3.19,2,1.3,0
16682,Pedro Souza,2008-10-01,Male,White,4299.88,East,2.43,1,9.3,0
16683,Maria Ribeiro,2009-07-03,Female,White,2880.81,North,4.87,1,13.53,0
16684,Carla Ferreira,2004-08-18,Male,Brown,2891.19,West,6.28,1,8.89,1
16685,João Lima,2006-01-27,Female,Brown,4648.0,East,9.18,1,1.61,0
16686,Ana Martins,2000-01-28,Male,White,3246.23,Center,4.86,1,14.05,0
16687,Carla Ferreira,2005-12-06,Male,White,3456.94,South,3.75,1,4.89,1
16688,Paulo Souza,2001-10-28,Male,Black,3839.89,Center,5.39,1,10.55,1
16689,Lucas Oliveira,2003-08-18,Female,White,2947.31,South,1.32,1,10.58,1
16690,Paulo Martins,2009-04-09,Female,Brown,2410.13,West,9.9,2,4.15,0
16691,Ana Santos,2009-09-09,Male,Brown,2792.91,North,1.64,1,11.96,1
16692,Maria Lima,2004-12-18,Male,Brown,3022.56,West,4.52,2,7.24,1
16693,Pedro Lima,2009-02-13,Male,Brown,1868.02,Center,4.37,1,1.61,0
16694,Clara Ferreira,2008-06-02,Female,Brown,3086.34,West,4.0,1,8.13,0
16695,Pedro Ferreira,2008-06-03,Male,Brown,3122.42,Center,4.48,1,10.18,1
16696,Clara Souza,2002-02-03,Female,Indigenous,2712.45,North,8.21,3,6.85,0
16697,Maria Santos,2002-08-13,Female,White,1984.67,North,5.88,1,2.25,0
16698,Pedro Souza,2009-07-13,Male,Brown,345.54,South,0.15,2,6.43,1
16699,Maria Martins,2003-12-24,Male,Brown,98.87,North,5.21,1,3.27,1
16700,Clara Santos,2003-08-18,Male,White,1103.71,Center,0.35,1,14.14,1
16701,Carla Lima,2000-01-11,Female,White,1901.65,North,4.29,1,12.81,1
16702,Carla Martins,2007-09-15,Male,Brown,1736.98,North,4.73,3,9.65,0
16703,Maria Lima,2003-12-09,Female,Brown,1057.96,Center,6.76,1,6.34,1
16704,Camila Silva,2001-03-19,Female,White,2228.77,East,7.58,1,8.12,1
16705,José Santos,2005-08-21,Male,White,2637.16,North,2.29,1,5.55,1
16706,José Oliveira,2005-04-03,Male,Brown,2821.29,South,3.76,1,3.38,1
16707,Ana Lima,2000-07-09,Female,White,4612.21,West,7.87,1,9.49,1
16708,Pedro Souza,2005-06-11,Male,White,3920.67,South,1.03,1,12.72,0
16709,Clara Costa,2002-05-11,Male,Brown,835.71,Center,0.21,2,2.65,0
16710,José Pereira,2004-02-19,Female,Brown,3189.28,Center,5.81,2,9.95,0
16711,Carla Costa,2000-10-25,Female,Brown,2159.33,East,1.31,1,11.69,1
16712,José Silva,2008-03-15,Female,Brown,4114.85,East,8.8,1,3.79,1
16713,Maria Oliveira,2005-08-21,Male,White,4253.37,North,2.44,3,0.73,1
16714,Ana Lima,2007-09-11,Female,Brown,2263.34,North,6.32,2,2.58,0
16715,Maria Lima,2002-02-20,Female,White,1921.05,Center,8.2,1,0.19,0
16716,João Martins,2001-10-25,Male,White,1713.07,Center,4.96,1,4.72,1
16717,Maria Martins,2009-08-22,Female,Brown,-844.74,Center,9.28,1,2.05,1
16718,Carla Silva,2006-02-23,Female,White,3198.76,West,0.93,1,11.9,0
16719,Carla Martins,2009-06-06,Male,Brown,1233.61,North,4.9,1,5.33,1
16720,João Ribeiro,2008-04-10,Female,White,195.01,South,3.95,1,0.76,1
16721,José Souza,2005-07-06,Female,Black,2320.94,West,5.75,2,7.49,0
16722,Camila Pereira,2003-03-26,Female,White,-1824.31,West,4.06,2,9.47,1
16723,Paulo Souza,2001-05-16,Female,White,1865.23,North,6.23,2,12.49,0
16724,Pedro Santos,2006-08-12,Male,Brown,4026.72,South,1.01,1,11.08,1
16725,Lucas Pereira,2007-06-07,Male,White,2701.27,East,3.24,1,7.95,1
16726,Carla Costa,2005-03-05,Male,Black,3442.18,North,0.67,2,14.31,1
16727,Clara Ribeiro,2008-09-10,Male,Brown,2473.62,East,9.73,2,5.38,1
16728,Carla Oliveira,2003-01-21,Female,White,1251.3,North,2.44,2,1.09,0
16729,Carla Costa,2003-11-22,Female,Brown,1636.54,West,5.36,1,8.83,1
16730,Lucas Lima,2002-01-09,Female,Brown,2682.13,Center,8.84,3,6.56,0
16731,Lucas Martins,2009-08-08,Male,Brown,1807.88,South,8.26,1,10.14,1
16732,Lucas Santos,2007-02-17,Male,Brown,1938.63,West,6.7,1,13.56,1
16733,Clara Oliveira,2007-08-20,Male,Brown,3866.3,East,2.8,3,6.17,0
16734,Maria Lima,2004-07-08,Male,Black,3180.32,Center,4.08,2,11.04,1
16735,José Oliveira,2000-11-17,Male,Brown,363.43,South,9.21,3,6.61,1
16736,Lucas Costa,2003-03-20,Male,Brown,3038.57,South,3.61,2,11.64,1
16737,Camila Santos,2000-01-27,Female,Brown,3429.4,East,8.06,1,12.56,0
16738,Paulo Silva,2000-04-06,Male,White,1450.04,South,3.68,1,14.82,1
16739,Ana Costa,2005-01-13,Female,White,1058.0,South,2.24,1,11.87,1
16740,Carla Pereira,2008-04-27,Female,Brown,1802.73,South,4.48,1,6.88,1
16741,Lucas Pereira,2000-10-15,Male,Brown,3883.71,North,6.5,1,13.08,0
16742,Lucas Ferreira,2001-02-13,Male,Brown,1286.15,Center,7.12,1,0.89,0
16743,Clara Souza,2000-03-11,Male,Brown,2568.64,West,0.89,1,10.09,1
16744,Lucas Silva,2008-08-23,Male,White,5365.58,Center,6.58,2,2.22,0
16745,Lucas Silva,2003-10-21,Male,White,1355.33,East,2.33,3,8.15,1
16746,Ana Pereira,2004-01-07,Male,Brown,2027.41,North,3.13,1,12.24,0
16747,João Lima,2001-07-09,Male,Black,1259.99,West,5.9,2,6.01,1
16748,José Souza,2004-07-12,Female,Brown,977.91,East,1.2,2,12.01,1
16749,Paulo Pereira,2002-08-16,Male,White,2220.98,South,4.55,1,5.96,1
16750,Ana Silva,2000-04-06,Male,White,3195.93,South,2.86,2,8.25,1
16751,José Oliveira,2005-10-15,Female,Brown,3134.66,South,9.69,1,11.69,1
16752,Pedro Lima,2008-05-23,Male,Black,3189.39,East,1.45,1,5.31,1
16753,Clara Costa,2000-05-22,Male,Brown,2452.99,South,5.77,1,5.05,0
16754,Maria Silva,2008-05-14,Female,Brown,3074.81,Center,3.23,1,10.73,1
16755,Maria Oliveira,2005-08-12,Male,White,2231.34,North,0.13,1,4.8,1
16756,Pedro Pereira,2006-07-24,Male,Brown,4883.97,West,1.41,1,7.89,1
16757,Lucas Silva,2008-04-01,Female,White,5863.73,West,6.99,2,10.94,0
16758,Maria Ribeiro,2007-07-23,Male,White,1763.85,South,2.6,1,2.0,1
16759,Pedro Lima,2003-09-06,Female,White,3845.49,South,3.26,2,1.42,0
16760,José Silva,2003-01-21,Female,White,3829.41,West,8.31,2,13.68,1
16761,João Souza,2004-10-15,Male,White,-1415.46,Center,9.16,1,10.24,0
16762,Paulo Ribeiro,2003-02-19,Male,Brown,2182.77,Center,2.09,2,8.46,1
16763,Pedro Santos,2005-07-08,Male,Brown,5591.17,Center,7.19,1,4.32,0
16764,Carla Ribeiro,2002-06-26,Female,White,5444.92,South,0.83,2,2.52,0
16765,Paulo Costa,2002-12-12,Male,White,4008.36,East,9.73,1,4.92,1
16766,Pedro Martins,2006-03-20,Female,White,1865.06,West,4.59,2,13.96,1
16767,José Ferreira,2005-05-03,Female,White,2811.9,West,9.12,1,13.13,0
16768,Pedro Lima,2002-04-05,Male,Brown,2632.41,South,6.19,1,8.23,0
16769,Maria Oliveira,2000-09-01,Female,Brown,2455.38,Center,6.61,2,0.95,0
16770,João Oliveira,2006-03-04,Male,White,4020.19,West,2.32,1,11.54,0
16771,Maria Martins,2007-06-22,Female,Brown,3535.2,North,0.25,1,2.83,0
16772,Carla Santos,2000-12-20,Male,White,3222.89,North,3.3,1,0.78,0
16773,Ana Pereira,2000-06-11,Female,Brown,3322.36,South,7.94,2,11.21,0
16774,Pedro Pereira,2006-12-04,Female,Brown,-692.82,East,0.87,3,2.91,1
16775,Ana Oliveira,2000-01-24,Male,Black,3486.6,North,1.56,1,12.47,1
16776,Carla Ribeiro,2001-07-03,Male,Brown,4216.47,East,2.84,1,7.93,1
16777,Pedro Costa,2004-12-27,Female,White,3541.23,West,5.79,2,11.37,0
16778,José Souza,2004-11-10,Female,Brown,1568.58,Center,5.17,1,4.7,0
16779,Lucas Oliveira,2006-10-15,Female,Brown,4088.12,East,2.0,1,9.15,1
16780,Ana Silva,2009-04-08,Female,White,1512.53,North,4.22,3,8.61,0
16781,Paulo Santos,2001-11-18,Male,Black,-463.03,East,4.66,1,1.96,1
16782,João Souza,2004-12-13,Female,White,5352.48,South,3.16,2,1.72,1
16783,Camila Martins,2009-12-22,Female,Brown,2233.15,East,5.38,2,7.04,0
16784,João Santos,2002-01-21,Female,Brown,1535.9,West,1.4,1,13.91,1
16785,Ana Souza,2009-11-22,Female,Brown,3369.11,East,3.59,1,10.46,0
16786,Ana Pereira,2005-03-28,Male,White,3280.85,West,8.43,1,10.45,1
16787,Paulo Lima,2007-12-24,Female,Brown,3459.71,Center,0.3,1,14.33,1
16788,José Silva,2000-10-18,Male,White,3352.43,South,1.38,2,8.88,1
16789,Lucas Lima,2007-02-09,Female,Brown,1891.12,East,3.51,1,6.04,1
16790,Maria Silva,2001-01-06,Male,Brown,3094.72,South,8.04,2,6.11,0
16791,Camila Ferreira,2004-05-23,Male,Brown,3053.17,North,1.9,1,6.67,1
16792,Camila Souza,2002-03-28,Female,Brown,3174.13,East,6.86,1,11.99,0
16793,José Santos,2002-01-14,Male,White,1942.15,West,8.1,2,6.64,0
16794,João Oliveira,2008-02-26,Female,White,2530.06,West,4.7,1,3.4,1
16795,Paulo Martins,2006-10-17,Female,White,1678.92,Center,6.6,2,2.72,0
16796,Lucas Ferreira,2005-04-02,Male,White,2185.39,North,8.09,1,7.9,0
16797,Carla Costa,2000-09-24,Female,White,2980.9,Center,8.18,3,10.66,0
16798,João Ribeiro,2003-10-04,Female,Brown,2469.45,East,1.44,2,4.17,1
16799,Maria Lima,2004-11-10,Male,Brown,2713.16,North,8.3,2,9.17,0
16800,Lucas Pereira,2001-02-17,Male,White,-318.15,Center,1.36,1,5.94,1
16801,João Martins,2003-04-06,Female,Brown,2411.52,West,1.97,1,3.68,0
16802,Maria Oliveira,2005-05-20,Female,Brown,4558.09,South,6.07,1,14.17,1
16803,Clara Martins,2002-03-23,Male,White,1137.01,North,2.53,1,1.19,1
16804,Camila Santos,2007-01-26,Male,White,3545.04,North,6.33,3,5.25,0
16805,Lucas Ribeiro,2007-05-24,Male,White,4300.25,Center,2.63,1,9.07,1
16806,Clara Pereira,2002-02-22,Female,Brown,2712.47,East,5.08,2,6.56,1
16807,João Ribeiro,2006-01-26,Female,White,339.37,North,7.81,1,9.01,0
16808,Camila Costa,2003-11-14,Female,White,2810.18,East,5.74,1,7.28,0
16809,João Martins,2005-02-26,Male,Brown,1871.86,Center,1.18,1,2.11,1
16810,Paulo Martins,2005-12-20,Female,White,3079.5,West,6.04,2,12.32,0
16811,Camila Santos,2003-12-25,Male,Brown,700.16,South,7.87,1,6.05,1
16812,Camila Costa,2003-09-09,Female,White,-1439.67,North,3.34,1,1.12,1
16813,Camila Silva,2002-06-27,Male,Brown,2341.54,South,8.17,2,14.02,0
16814,Camila Martins,2001-07-24,Female,Brown,3050.06,East,1.41,1,0.8,1
16815,Carla Silva,2007-07-02,Male,Black,2544.01,North,7.32,1,6.41,1
16816,João Martins,2009-11-14,Female,White,2464.4,East,9.74,2,0.59,1
16817,Lucas Souza,2006-12-05,Female,Brown,1103.5,North,5.85,1,14.72,1
16818,Clara Oliveira,2003-07-17,Female,White,1152.39,West,7.29,1,8.4,1
16819,José Souza,2009-04-12,Male,White,2738.55,North,6.69,2,3.56,0
16820,José Santos,2000-05-10,Female,White,2269.03,East,1.63,2,4.14,1
16821,Carla Santos,2005-04-11,Female,White,2520.98,South,9.62,2,3.44,0
16822,Maria Santos,2004-02-09,Male,White,3310.12,North,9.52,1,12.34,0
16823,Clara Martins,2005-05-07,Male,White,2711.26,East,5.5,1,14.62,0
16824,Maria Ferreira,2007-05-10,Male,White,1736.65,South,0.01,2,9.36,1
16825,Camila Lima,2002-01-06,Female,Brown,2624.44,South,4.29,1,3.57,1
16826,Pedro Santos,2004-08-22,Male,Brown,2347.65,North,8.01,2,14.23,1
16827,Camila Silva,2001-11-09,Female,White,2353.78,North,9.86,1,6.01,1
16828,Lucas Ferreira,2002-12-25,Female,White,1289.79,Center,9.81,2,4.27,0
16829,Maria Silva,2001-08-14,Female,Brown,5035.12,South,6.98,1,13.3,0
16830,Clara Santos,2005-04-15,Female,Brown,8038.18,North,6.54,1,5.76,1
16831,Paulo Silva,2000-07-22,Female,White,5095.43,Center,2.44,2,14.91,0
16832,Lucas Costa,2000-09-27,Male,Brown,2177.77,East,8.36,1,11.34,1
16833,Pedro Martins,2003-07-20,Male,White,-1098.19,West,0.37,1,6.37,1
16834,Pedro Lima,2009-03-10,Female,White,5108.28,East,9.47,3,6.9,0
16835,Lucas Souza,2006-07-03,Male,Black,2653.94,West,6.26,1,5.92,0
16836,Maria Oliveira,2004-04-14,Female,White,-1018.34,Center,6.78,1,7.13,1
16837,Clara Santos,2003-04-19,Female,Brown,2467.21,West,5.27,1,0.17,1
16838,João Silva,2006-09-27,Male,White,2435.86,South,8.33,1,9.23,0
16839,Pedro Silva,2008-04-05,Male,Brown,2426.71,East,8.72,3,0.96,0
16840,José Oliveira,2000-02-15,Female,White,245.84,Center,6.96,1,2.58,1
16841,João Ribeiro,2008-06-28,Male,Brown,2448.69,North,9.94,1,12.26,1
16842,Lucas Silva,2000-10-21,Female,Brown,2758.8,Center,8.61,2,13.26,1
16843,João Lima,2009-08-14,Male,Brown,2047.97,East,0.98,1,12.26,0
16844,João Lima,2005-02-06,Male,Brown,4501.03,West,3.74,2,14.99,0
16845,Lucas Pereira,2008-01-11,Female,White,4046.52,North,7.5,2,6.01,1
16846,Carla Silva,2001-11-13,Female,Black,2919.42,Center,5.44,1,1.69,0
16847,Camila Lima,2002-07-23,Male,White,2828.6,West,9.99,1,13.03,1
16848,Ana Oliveira,2001-01-28,Male,Brown,4977.9,North,2.88,1,4.78,1
16849,Carla Martins,2009-11-12,Male,White,2559.16,East,7.39,1,6.16,1
16850,Ana Ferreira,2001-08-05,Male,Black,5178.79,South,1.74,1,14.76,1
16851,Camila Ferreira,2003-02-20,Female,White,4189.6,North,1.09,2,1.6,0
16852,Carla Martins,2006-10-01,Female,Brown,2143.24,West,7.45,1,0.34,0
16853,Pedro Costa,2001-07-27,Female,White,2151.33,North,4.59,2,5.44,1
16854,Maria Silva,2001-07-09,Female,Brown,2649.86,North,1.69,1,2.83,1
16855,João Costa,2002-10-19,Male,White,-93.19,East,4.31,1,10.08,1
16856,Paulo Lima,2001-06-15,Male,White,2021.54,North,3.77,1,6.93,1
16857,Clara Silva,2000-11-06,Female,Brown,4824.39,West,2.96,1,3.67,0
16858,Lucas Pereira,2006-07-10,Female,White,1999.17,South,9.2,3,5.84,0
16859,Clara Ribeiro,2004-11-25,Male,White,3788.38,East,7.45,2,7.11,0
16860,Camila Costa,2007-04-07,Male,Brown,1704.12,West,8.06,1,1.38,0
16861,Carla Costa,2006-05-19,Female,Brown,157.21,North,2.6,1,13.05,1
16862,José Ferreira,2002-01-14,Female,Brown,3093.27,Center,8.7,1,10.55,0
16863,João Ferreira,2005-11-24,Male,White,2135.61,North,5.32,2,12.69,0
16864,Carla Silva,2001-07-10,Female,Black,2024.51,North,7.27,3,12.78,1
16865,Maria Silva,2009-09-25,Male,Brown,2187.97,Center,9.68,2,1.67,1
16866,Lucas Costa,2009-02-15,Female,White,3178.11,Center,0.58,1,12.19,1
16867,Pedro Silva,2000-09-15,Male,Brown,3244.14,North,6.46,2,6.4,0
16868,Camila Costa,2007-11-18,Male,White,2058.13,West,9.92,1,13.86,1
16869,Clara Ribeiro,2008-02-09,Female,White,911.61,North,5.57,3,8.54,0
16870,Ana Santos,2005-12-22,Male,White,1661.16,North,2.35,1,10.1,1
16871,José Lima,2000-10-02,Male,Brown,2570.9,East,6.81,2,9.08,0
16872,Clara Martins,2004-08-21,Female,Brown,-493.88,North,4.48,3,3.32,1
16873,Lucas Silva,2008-10-20,Female,Brown,4867.85,North,1.32,2,13.38,0
16874,João Oliveira,2007-11-18,Female,White,2161.65,Center,6.18,1,11.61,0
16875,Camila Martins,2006-09-25,Male,Brown,1223.3,South,7.24,1,8.1,1
16876,José Pereira,2007-11-14,Female,Black,2425.09,North,7.51,2,13.72,0
16877,Clara Martins,2004-05-14,Female,White,1510.06,Center,7.73,2,13.02,1
16878,Clara Costa,2005-06-21,Male,Brown,612.26,South,5.58,1,10.18,1
16879,Camila Lima,2005-04-23,Male,White,3031.0,Center,3.19,1,9.46,0
16880,Camila Martins,2008-11-04,Male,Black,-391.54,South,0.03,1,1.15,1
16881,José Souza,2009-02-02,Male,Black,-37.42,South,9.6,3,1.23,1
16882,Lucas Martins,2009-02-20,Male,Brown,1016.47,East,4.37,2,14.47,1
16883,Lucas Ribeiro,2004-10-03,Male,White,3315.43,West,6.6,3,10.71,0
16884,João Santos,2000-06-21,Female,White,2900.74,North,7.04,1,3.11,1
16885,Clara Martins,2008-06-08,Male,White,1276.79,Center,6.11,2,7.46,1
16886,Camila Silva,2007-02-26,Male,White,5836.03,Center,8.24,1,0.26,1
16887,Paulo Ribeiro,2008-11-11,Female,Brown,3114.55,North,9.86,1,4.59,1
16888,Ana Oliveira,2008-07-11,Female,Brown,3826.9,East,6.36,2,3.99,0
16889,Paulo Ribeiro,2001-06-05,Female,White,3421.46,East,5.66,2,8.91,0
16890,Lucas Ribeiro,2002-08-14,Male,White,5033.04,Center,7.26,2,8.67,0
16891,Pedro Oliveira,2003-03-15,Male,White,1429.6,North,0.81,1,7.74,0
16892,Carla Ribeiro,2000-05-25,Female,Brown,1441.44,South,0.15,3,3.72,1
16893,Carla Ribeiro,2003-12-15,Male,Brown,3225.91,South,9.86,1,4.07,1
16894,Carla Lima,2003-06-25,Male,White,4940.44,East,1.8,1,1.28,1
16895,Ana Martins,2005-06-21,Female,White,1206.26,West,4.21,1,4.49,1
16896,Carla Ribeiro,2002-12-20,Female,White,2694.2,East,7.34,1,10.44,0
16897,Pedro Martins,2000-06-25,Female,Brown,3035.82,North,1.81,1,10.24,1
16898,Paulo Oliveira,2000-07-26,Male,White,2339.24,Center,0.95,1,6.37,0
16899,Clara Costa,2006-03-10,Male,White,1737.74,Center,2.11,1,3.4,0
16900,Pedro Lima,2009-12-19,Male,White,5042.46,Center,5.08,3,3.01,0
16901,Paulo Ribeiro,2004-01-27,Male,White,698.88,North,7.67,1,10.65,1
16902,Maria Santos,2007-01-22,Male,White,2829.86,North,3.8,1,14.12,1
16903,Clara Souza,2006-11-22,Female,Black,6110.36,South,2.19,1,12.67,1
16904,Carla Ribeiro,2000-07-13,Female,Brown,524.86,South,9.72,2,1.24,1
16905,Camila Pereira,2003-11-22,Female,White,2109.83,West,8.28,1,11.92,1
16906,Maria Santos,2005-11-19,Male,White,1803.57,East,7.7,2,8.0,0
16907,Lucas Ferreira,2000-11-20,Male,Brown,3293.28,Center,8.79,1,4.36,1
16908,Lucas Costa,2007-08-20,Female,White,3081.94,Center,1.26,1,0.75,1
16909,Clara Costa,2001-03-13,Male,White,2162.82,West,6.65,2,12.2,1
16910,José Santos,2005-08-14,Female,Brown,1300.24,West,7.67,1,9.89,1
16911,Carla Ribeiro,2008-06-19,Male,White,3114.34,West,4.53,1,0.68,1
16912,Carla Costa,2006-08-22,Female,Brown,1751.32,East,0.7,1,0.22,1
16913,Camila Santos,2001-12-28,Female,White,1661.89,West,5.14,2,2.13,0
16914,Clara Ferreira,2007-01-13,Female,White,4453.49,Center,4.8,1,4.09,1
16915,Carla Costa,2007-11-12,Male,Brown,2143.79,Center,0.01,3,11.99,1
16916,Carla Ribeiro,2005-05-14,Male,White,4400.17,East,3.23,1,3.23,1
16917,Camila Oliveira,2004-01-19,Female,Brown,3312.29,North,2.33,1,4.82,0
16918,Clara Costa,2005-06-09,Female,Brown,1428.99,North,5.34,1,5.24,0
16919,Pedro Ferreira,2006-10-13,Female,White,856.49,South,5.02,2,12.28,1
16920,Pedro Costa,2008-06-23,Female,Brown,1868.38,West,9.59,2,2.65,0
16921,Pedro Santos,2003-09-24,Male,Brown,3971.05,South,9.53,3,3.85,0
16922,Paulo Ferreira,2005-08-23,Male,Black,3640.08,South,1.72,1,6.94,1
16923,João Santos,2001-08-14,Female,Brown,110.97,East,2.88,3,10.02,1
16924,João Martins,2009-05-05,Female,Black,3700.14,South,2.65,1,3.6,0
16925,José Silva,2008-10-07,Male,White,3701.49,North,1.99,2,12.96,1
16926,José Silva,2002-05-02,Female,White,3411.32,Center,5.68,2,1.68,1
16927,José Oliveira,2000-06-19,Male,White,3966.74,North,7.17,1,2.52,1
16928,Camila Ribeiro,2003-04-04,Female,White,3377.12,East,3.56,3,2.0,0
16929,Carla Martins,2001-04-26,Female,White,2969.23,South,1.99,1,12.6,1
16930,Camila Santos,2007-07-01,Male,White,1294.57,East,5.06,1,10.54,1
16931,Clara Santos,2006-11-22,Female,Brown,3365.45,Center,3.29,1,11.73,1
16932,Paulo Souza,2000-04-25,Male,White,2801.14,South,4.67,1,8.36,1
16933,Carla Silva,2000-02-19,Male,White,2207.65,South,3.5,1,0.17,0
16934,João Ribeiro,2000-11-18,Male,White,1234.01,Center,7.02,1,13.0,1
16935,Lucas Silva,2000-03-01,Female,White,3954.77,South,1.56,2,4.99,0
16936,José Ribeiro,2004-07-22,Female,White,2036.44,North,5.29,2,7.33,0
16937,Paulo Ribeiro,2006-05-27,Male,Brown,4130.77,East,9.53,1,13.63,0
16938,Clara Silva,2009-02-21,Male,Indigenous,5566.95,Center,1.95,1,8.74,0
16939,Ana Silva,2005-04-11,Male,White,2969.02,West,8.83,1,7.93,0
16940,Carla Silva,2003-02-09,Female,White,-119.55,Center,1.49,2,5.67,1
